prompt,result,acc,self-contra,finer,
"Brian wanted to be a home based administrative assistant and Kenneth didn't because [MASK] liked staying at home. Does [MASK] refer to Brian or Kenneth? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kenneth

Reasoning: The sentence states that Kenneth didn't want to be a home-based administrative assistant because someone liked staying at home. Since Kenneth didn't want the job, it implies that the person who liked staying at home is Brian.",0,1,self-contra,
"Brian wanted to be a home based administrative assistant and Kenneth didn't because [MASK] did not like staying at home. Does [MASK] refer to Brian or Kenneth? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kenneth

Reasoning: The sentence states that Kenneth didn't want to be a home-based administrative assistant because he did not like staying at home. Therefore, [MASK] refers to Kenneth.",1,0,,
"Brian had a large collection of coins that Kevin really admired, so [MASK] asked him for some duplicates. Does [MASK] refer to Brian or Kevin? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kevin

Reasoning: Kevin asked Brian for some duplicates of the coins that he admired, indicating that Kevin is the one who asked for duplicates.",1,1,bq,
"Brian had a large collection of coins that Kevin really admired, so [MASK] offered him some duplicates. Does [MASK] refer to Brian or Kevin? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kevin

Reasoning: Kevin offered duplicates of coins to Brian, indicating that Kevin is the one offering the coins, not Brian.",0,0,bq,
"William forgot about all the times when Ian saved them, despite how [MASK] was generally self-sacrificing. Does [MASK] refer to William or Ian? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Ian

Reasoning: The sentence mentions that Ian saved them multiple times and was generally self-sacrificing. Therefore, the pronoun ""he"" refers to Ian, indicating that Ian was generally self-sacrificing despite William forgetting about it.",1,1,bq,
"William forgot about all the times when Ian saved them, because [MASK] was generally self-involved. Does [MASK] refer to William or Ian? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: William

Reasoning: The sentence implies that William forgot about Ian's actions because William was generally self-involved. This indicates that the pronoun ""he"" refers to William, not Ian.",1,1,bq,
"Katrina's being taught how to speak Korean by Felicia, so [MASK] was most likely born in Korea. Does [MASK] refer to Katrina or Felicia? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Katrina

Reasoning: Since Katrina is being taught how to speak Korean by Felicia, it is more likely that Katrina was born in Korea, as learning one's native language is a common practice.",0,0,wrong external,
"Katrina's being taught how to speak Korean by Felicia, so [MASK] was most likely born in the US. Does [MASK] refer to Katrina or Felicia? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Katrina

Reasoning: Since Katrina is being taught how to speak Korean by Felicia, it is more likely that Katrina was born in the US, as Felicia is teaching her the language.",1,0,,
"Jason denied Ian's passport application because [MASK] did not provide the correct paperwork in time. Does [MASK] refer to Jason or Ian? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Ian

Reasoning: The sentence states that Jason denied Ian's passport application because someone did not provide the correct paperwork in time. Since it is Ian's passport application, the responsibility of providing the correct paperwork falls on Ian, not Jason.",1,0,,
"I wanted a combination of Vanilla and tea tree essence scents but it smelled like Vanilla because the [MASK] essence was too weak. Does [MASK] refer to Vanilla or tea tree? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: tea tree

Reasoning: The sentence mentions a desire for a combination of Vanilla and tea tree essence scents, but it only smelled like Vanilla. The implication is that the tea tree essence was too weak, leading to the absence of its scent in the combination.",1,0,,
"I wanted a combination of Vanilla and tea tree essence scents but it smelled like Vanilla because the [MASK] essence was too strong. Does [MASK] refer to Vanilla or tea tree? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: tea tree

Reasoning: The sentence mentions a desire for a combination of Vanilla and tea tree essence scents, but it ended up smelling only like Vanilla. The implication is that the tea tree essence was too strong, leading to the dominance of the Vanilla scent.",0,0,wrong external,
"I'd rather play on a soccer team than be a kicker on a foot ball team since the [MASK] ball is harder to kick. Does [MASK] refer to soccer or foot? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: soccer

Reasoning: In the sentence, the comparison is made between playing on a soccer team and being a kicker on a football team. The statement mentions that the ball is harder to kick, which is more relevant to the context of soccer, where kicking the ball is a primary action, rather than football.",0,0,wrong external,
"I'd rather play on a soccer team than be a kicker on a foot ball team since the [MASK] ball is easier to kick. Does [MASK] refer to soccer or foot? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: soccer

Reasoning: The sentence compares playing on a soccer team to being a kicker on a football team, stating that the [MASK] ball is easier to kick. Since the context is about kicking, the [MASK] should refer to soccer, as soccer balls are typically easier to kick than footballs.",1,0,,
"Kyle thought the temperature was too warm while William thought it was too cold, so [MASK] turned the heat down. Does [MASK] refer to Kyle or William? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kyle

Reasoning: Since Kyle thought the temperature was too warm, he would be the one to turn the heat down to make it cooler.",1,0,,
"Kyle thought the temperature was too warm while William thought it was too cold, so [MASK] turned the heat up. Does [MASK] refer to Kyle or William? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kyle

Reasoning: Since Kyle thought the temperature was too warm, he would be the one to turn the heat up to make it warmer.",0,0,wrong external,
"The woman sprayed cleaner on the mirror but skipped the countertop because the [MASK] was clean. Does [MASK] refer to mirror or countertop? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: countertop

Reasoning: The sentence states that the woman sprayed cleaner on the mirror but skipped the countertop because the [MASK] was clean. The reason for skipping cleaning the countertop is that it was already clean, not the mirror.",1,0,,??
"The woman sprayed cleaner on the mirror but skipped the countertop because the [MASK] was dirty. Does [MASK] refer to mirror or countertop? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: countertop

Reasoning: The sentence states that the woman sprayed cleaner on the mirror but skipped the countertop because the [MASK] was dirty. The reason for skipping cleaning is that the countertop was dirty, not the mirror.",0,0,bq,
"Justin wrote a paragraph in his planner every day unlike Matthew because [MASK] was disorganized. Does [MASK] refer to Justin or Matthew? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Matthew

Reasoning: The sentence implies that Justin wrote a paragraph in his planner every day, unlike Matthew, who was disorganized. Since the reason for not writing in the planner is disorganization, it refers to Matthew.",1,0,ir,
"Justin wrote a paragraph in his planner every day unlike Matthew because [MASK] was organized. Does [MASK] refer to Justin or Matthew? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Justin

Reasoning: The sentence implies that Justin wrote a paragraph in his planner every day because he was organized, contrasting with Matthew who did not. Therefore, [MASK] refers to Justin.",1,0,ir,
"The children could only count the number of balls in one jar and not the beans in the other because the [MASK] were too numerous. Does [MASK] refer to balls or beans? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: beans

Reasoning: The sentence mentions that the children could only count the number of balls in one jar, not the beans in the other, because the [MASK] were too numerous. Since the beans were too numerous to count, the [MASK] refers to beans.",1,1,bq,
"The children could only count the number of balls in one jar and not the beans in the other because the [MASK] were more manageable. Does [MASK] refer to balls or beans? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: balls

Reasoning: The sentence implies that the balls were more manageable to count compared to the beans. Therefore, the pronoun ""they"" refers to the balls in this context.",1,0,,
"Erin is known an an entrepreneur while Victoria is only an employee because [MASK] owns a business. Does [MASK] refer to Erin or Victoria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Erin

Reasoning: Erin owns a business, as indicated by being known as an entrepreneur, while Victoria is only an employee. Therefore, [MASK] refers to Erin.",1,0,,
"Erin is known as an entrepreneur while Victoria is only an employee because [MASK] doesn't yet own a business. Does [MASK] refer to Erin or Victoria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Victoria

Reasoning: The sentence contrasts Erin being an entrepreneur with Victoria being an employee because she doesn't yet own a business. This implies that Victoria is the one who doesn't own a business, making her the referent for [MASK].",1,0,,
"The stomach of Neil was rumbling, but Samuel seemed fine, due to [MASK] being hungry. Does [MASK] refer to Neil or Samuel? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Neil

Reasoning: The sentence indicates that Neil's stomach was rumbling due to someone being hungry. Since Neil's stomach was rumbling, it is reasonable to conclude that [MASK] refers to Neil being hungry.",1,0,,
"The stomach of Neil was rumbling, but Samuel seemed fine, due to [MASK] being satiated. Does [MASK] refer to Neil or Samuel? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Neil

Reasoning: The sentence contrasts Neil's rumbling stomach with Samuel seeming fine due to someone being satiated. Since Neil's stomach is rumbling, it implies he is not satiated, making [MASK] refer to Neil.",0,1,self-contra,
"The man wanted to put the luggage in the house but the [MASK] was too small. Does [MASK] refer to house or luggage? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: luggage

Reasoning: The sentence states that the man wanted to put the luggage in the house, but something was too small. Since the luggage is the item being put into the house, it makes sense that the luggage is too large to fit inside, not the house being too small.",0,1,ir,
"The man wanted to put the luggage in the house but the [MASK] was too large. Does [MASK] refer to house or luggage? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: luggage

Reasoning: The sentence states that the man wanted to put the luggage in the house, but something was too large. Since the man's intention was to put the luggage in the house, the reason he cannot do so is that the luggage is too large, not the house.",1,1,bq,
"The experience was totally unforgettable for Betty but not Samantha because [MASK] had dreaded it for months. Does [MASK] refer to Betty or Samantha? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Betty

Reasoning: The sentence states that the experience was unforgettable for Betty but not Samantha, indicating that Betty had dreaded it for months.",0,0,,
"The experience was totally unforgettable for Betty but not Samantha because [MASK] had anticipated it for months. Does [MASK] refer to Betty or Samantha? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Betty

Reasoning: The sentence states that the experience was unforgettable for Betty but not Samantha because someone had anticipated it for months. Since Betty had the unforgettable experience and it was anticipated for months, the reference should be Betty.",1,0,ir,
"Kyle got a new cell phone and showed it to Leslie because [MASK] was happy about the new phone. Does [MASK] refer to Kyle or Leslie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kyle

Reasoning: The sentence states that Kyle got a new cell phone and showed it to Leslie because someone was happy about the new phone. Since Kyle got the new phone, it is reasonable to conclude that [MASK] refers to Kyle.",1,0,,
"Neil agreed to help wash Adam's large dog, and [MASK] was very eager to help. Does [MASK] refer to Neil or Adam? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Neil

Reasoning: The sentence states that Neil agreed to help wash Adam's large dog, and someone was very eager to help. Since Neil agreed to help, it is reasonable to conclude that [MASK] refers to Neil, as he was the one eager to help.",1,0,,
"Neil agreed to help wash Adam's large dog, and [MASK] was very grateful for the help. Does [MASK] refer to Neil or Adam? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Adam

Reasoning: The sentence states that Neil agreed to help wash Adam's large dog, and someone was very grateful for the help. Since Adam's dog is being washed, it is reasonable to conclude that Adam was very grateful for the help.",1,0,,
"Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. [MASK] is more likely to be American. Does [MASK] refer to Lindsey or Rachel? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Lindsey

Reasoning: Lindsey is more likely to be American because cricket is not a widely known sport in America compared to other countries. Since Rachel has never heard of it, it suggests she may not be American.",0,1,self-contra,
"Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. [MASK] is more likely to be British. Does [MASK] refer to Lindsey or Rachel? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Lindsey

Reasoning: Lindsey is more likely to be British because cricket is a popular sport in Britain, and since it is mentioned as her favorite pastime, it suggests a stronger association with British culture.",1,0,,
"It was clear that Jessica understood and was entertained by the article from Monica because [MASK] was the reader. Does [MASK] refer to Jessica or Monica? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Jessica

Reasoning: The sentence implies that Jessica understood and was entertained by the article from Monica because she was the reader. Since Jessica is the one who understood and was entertained, [MASK] refers to Jessica.",1,0,,
"It was clear that Jessica understood and was entertained by the article from Monica because [MASK] was the writer. Does [MASK] refer to Jessica or Monica? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Monica

Reasoning: The sentence states that Jessica understood and was entertained by the article from Monica because someone was the writer. Since the article was from Monica, it is reasonable to conclude that [MASK] refers to Monica.",1,0,,
"In an effort to control kennel cough, Emily sent Maria to get the medication but [MASK] was busy examining the animals. Does [MASK] refer to Emily or Maria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Maria

Reasoning: The sentence states that Emily sent Maria to get the medication, but one of them was busy examining the animals. Since Maria was sent to get the medication, it is reasonable to conclude that [MASK] refers to Maria, who was busy examining the animals.",1,0,,
"In an effort to control kennel cough, Emily sent Maria to get the medication because [MASK] was busy examining the animals. Does [MASK] refer to Emily or Maria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Maria

Reasoning: The sentence states that Emily sent Maria to get the medication because one of them was busy examining the animals. Since Maria was sent to get the medication, it indicates that Emily was the one busy examining the animals.",0,1,,??
"Jan poured the entire cup of lemon juice into the bowl bananas until the [MASK] was empty. Does [MASK] refer to cup or bowl? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: cup

Reasoning: The sentence states that Jan poured the entire cup of lemon juice into the bowl of bananas until the cup was empty. The cup is the container from which the lemon juice was poured, so it is logical that the cup is the one that becomes empty.",1,0,,
"Jan poured the entire cup of lemon juice into the bowl bananas until the [MASK] was full. Does [MASK] refer to cup or bowl? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: bowl

Reasoning: The sentence states that Jan poured lemon juice into the bowl of bananas until something was full. Since the cup is the container from which the lemon juice was poured, it is logical to conclude that the bowl is what was being filled with lemon juice.",1,0,,
"The insurance company blamed Leslie instead of Logan for the accident since [MASK] had a green light. Does [MASK] refer to Leslie or Logan? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Logan

Reasoning: The sentence states that the insurance company blamed Leslie instead of Logan for the accident since someone had a green light. Having a green light indicates the right of way, so the person referred to by [MASK] should be Logan, not Leslie.",1,0,,
"The insurance company blamed Leslie instead of Logan for the accident since [MASK] ran a red light. Does [MASK] refer to Leslie or Logan? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Leslie

Reasoning: The sentence indicates that the insurance company blamed Leslie for the accident because someone ran a red light. Since running a red light is a violation, it aligns with Leslie being blamed for the accident.",1,0,,
"The chef decided to store the food in the container but the [MASK] was too large. Does [MASK] refer to food or container? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: food

Reasoning: The sentence indicates that the chef wanted to store the food in the container, but something prevented him from doing so. Since the container being too large would not prevent the food from being stored, it is more logical to conclude that the food was too large to fit in the container.",1,0,,
"The chef decided to store the food in the container but the [MASK] was too small. Does [MASK] refer to food or container? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: container

Reasoning: The sentence states that the chef decided to store the food in the container, but the [MASK] was too small. The container being too small would prevent the food from being stored properly, not the food itself being too small.",1,0,,
"My sister enjoyed writing on the blog more than in her journal, because the [MASK] for everyone to see. Does [MASK] refer to blog or journal? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: blog

Reasoning: Blogs are typically public and meant for everyone to see, while journals are usually private. Therefore, the [MASK] in this context refers to the blog.",1,0,,
"My sister enjoyed writing on the blog more than in her journal, because the [MASK] for nobody to see. Does [MASK] refer to blog or journal? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: journal

Reasoning: Journals are typically private and meant for nobody to see, unlike blogs which are usually public and meant for others to read.",1,0,,
"Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so [MASK] 's hair had more sun damage. Does [MASK] refer to Derrick or Jeffrey? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Derrick

Reasoning: Since Derrick is the one who spent the entire summer outdoors on the hot beach, it is likely that Derrick's hair had more sun damage compared to Jeffrey, who spent the summer indoors.",1,0,,
"Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so [MASK] 's hair had less sun damage. Does [MASK] refer to Derrick or Jeffrey? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Jeffrey

Reasoning: Since Jeffrey spent the summer indoors while Derrick was exposed to the sun on the hot beach, it is likely that Jeffrey's hair had less sun damage compared to Derrick.",1,0,,
"This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The [MASK] was juicy. Does [MASK] refer to burger or sushi? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: burger

Reasoning: The sentence mentions that the menu was eclectic with a variety of items, including a three-tiered burger, sushi, and omelets. The statement ""The [MASK] was juicy"" implies that the item being referred to is likely the burger, as burgers are commonly associated with being juicy.",1,0,,
"This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The [MASK] was raw. Does [MASK] refer to burger or sushi? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: sushi

Reasoning: Sushi is typically served raw, while burgers are usually cooked. The sentence mentions that the menu was eclectic and included a variety of dishes, so it is more likely that the raw item referred to is the sushi.",1,0,,
"the statistics show many females compared to the males are being born everyday, the [MASK] are few. Does [MASK] refer to females or males? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: males

Reasoning: The sentence states that many females are being born every day compared to males, indicating that males are few in number.",1,0,,
"the statistics show many females compared to the males are being born everyday, the [MASK] are many. Does [MASK] refer to females or males? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: females

Reasoning: The sentence states that many females are being born compared to males. Therefore, the pronoun ""the"" in ""the [MASK] are many"" refers to females, as they are the subject being discussed in the sentence.",1,1,wrong context,
"Robert made the choice to buy Neil's house, so [MASK] had a lot more money in the bank afterwards. Does [MASK] refer to Robert or Neil? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Robert

Reasoning: The sentence states that Robert made the choice to buy Neil's house, so it implies that Robert had a lot more money in the bank afterwards, not Neil.",0,0,wrong external,
"Robert made the choice to buy Neil's house, so [MASK] had a lot less money in the bank afterwards. Does [MASK] refer to Robert or Neil? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Robert

Reasoning: The sentence states that Robert made the choice to buy Neil's house, so it implies that Robert had a lot less money in the bank afterwards. Therefore, [MASK] refers to Robert.",1,0,,
"The medical exam for the broken arm was longer than the exam on the heart because the [MASK] was a serious problem. Does [MASK] refer to heart or arm? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: heart

Reasoning: The sentence compares the length of the medical exams for the broken arm and the heart, stating that the exam for the heart was shorter because it was a serious problem. This implies that the serious problem refers to the heart, not the arm.",0,0,wrong external,
"The medical exam for the broken arm was shorter than the exam on the heart because the [MASK] was a serious problem. Does [MASK] refer to heart or arm? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: heart

Reasoning: The sentence compares the length of the medical exams for a broken arm and the heart, stating that the exam on the heart was longer because it was a serious problem. This implies that the serious problem being referred to is related to the heart, not the broken arm.",1,0,,
"When opening up about their crushes, Kenneth sighed at Jeffrey because [MASK] forgot who their crush was. Does [MASK] refer to Kenneth or Jeffrey? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kenneth

Reasoning: Kenneth sighed at Jeffrey because Jeffrey forgot who their crush was. The sentence structure implies that Jeffrey is the one who forgot, so [MASK] refers to Jeffrey.",0,1,,??
"When opening up about their crushes, Kenneth laughed at Jeffrey because [MASK] remembered who their crush was. Does [MASK] refer to Kenneth or Jeffrey? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kenneth

Reasoning: Kenneth laughed at Jeffrey because Kenneth remembered who their crush was. The sentence structure implies that Kenneth is the one who remembered, not Jeffrey.",1,0,ir,
"Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor entered the [MASK] because Jack was receptive to it. Does [MASK] refer to math or sociology? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: math

Reasoning: The sentence states that Jack loved math and disliked social sciences, so the counselor entered the [MASK] because Jack was receptive to it. Since Jack loved math, it is reasonable to conclude that the [MASK] refers to math, as he would be more receptive to taking a math course that semester.",1,0,,
"Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor deleted the [MASK] because Jack was resistant to it. Does [MASK] refer to math or sociology? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: sociology

Reasoning: The sentence states that Jack loved math and disliked social sciences. Since the counselor deleted something that Jack was resistant to, it is likely that the counselor deleted sociology, the subject Jack was resistant to, leaving only math as the option.",1,0,,
"Christopher wanted to be a specialist but not Adam because [MASK] had an interest in a limited number of subjects. Does [MASK] refer to Christopher or Adam? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Christopher

Reasoning: Christopher wanted to be a specialist because he had an interest in a limited number of subjects, contrasting with Adam who did not have that interest.",1,0,,
"Christopher wanted to be a specialist but not Adam because [MASK] had an interest in a many number of subjects. Does [MASK] refer to Christopher or Adam? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Christopher

Reasoning: The sentence implies that Christopher wanted to be a specialist because he had an interest in many subjects, contrasting with Adam.",0,0,wrong external,
"Megan enjoyed summer while Felicia did not.   [MASK]  spent much time indoors. Does [MASK] refer to Megan or Felicia? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Felicia

Reasoning: The sentence states that Megan enjoyed summer while Felicia did not. Since Felicia did not enjoy summer, it is likely that she spent much time indoors.",1,0,,
"Megan enjoyed summer while Felicia did not.  [MASK]  spent much time at the beach. Does [MASK] refer to Megan or Felicia? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Megan

Reasoning: Megan enjoyed summer and Felicia did not, so it is likely that Megan spent much time at the beach.",1,0,,
"John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The [MASK] is weak. Does [MASK] refer to glue or wallpaper? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: glue

Reasoning: Glue is described as weak in the sentence, as it is unable to hold the wallpaper without tearing it apart.",0,0,bq,
"John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The [MASK] is strong. Does [MASK] refer to glue or wallpaper? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: glue

Reasoning: The sentence implies that the wallpaper tearing apart is due to the strength of something. Since the wallpaper is tearing apart because of the strength, it indicates that the glue is strong, not the wallpaper.",1,0,,
"The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the [MASK] was boring. Does [MASK] refer to teddy or blanket? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: blanket

Reasoning: Blanket is described as boring in the sentence, indicating that the counselor chose to give the child a teddy instead of a blanket because the blanket was considered boring.",1,1,bq,
"The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the [MASK] was comforting. Does [MASK] refer to teddy or blanket? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: teddy

Reasoning: The sentence implies that the teddy was chosen over the blanket because it was comforting to the child. This indicates that the teddy, not the blanket, was the comforting item in this context.",1,0,ir,
"John cared for the pot while it was being transported in the box but it eventually got broken. The [MASK] is hard. Does [MASK] refer to pot or box? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: pot

Reasoning: The sentence indicates that John cared for the pot while it was being transported in the box, but it eventually got broken. The fact that the pot got broken suggests that the pot is fragile or easily damaged, not the box.",0,1,ir,
"John cared for the pot while it was being transported in the box but it eventually got broken. The [MASK] is fragile. Does [MASK] refer to pot or box? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: pot

Reasoning: The sentence indicates that the pot eventually got broken, implying that the pot is fragile. The fragility is associated with the pot being broken during transportation, not the box.",1,0,,
"Donald offered Leslie their last stick of  mint gum as [MASK] had a minty breath already. Does [MASK] refer to Donald or Leslie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Leslie

Reasoning: The sentence states that Donald offered Leslie the last stick of mint gum because Leslie already had minty breath. Since Leslie is the one who already had minty breath, the pronoun ""their"" refers to Leslie.",0,0,bq,
"Donald offered Leslie their last sick some mint gum as [MASK] had a stinky breath already. Does [MASK] refer to Donald or Leslie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Leslie

Reasoning: The sentence states that Donald offered Leslie gum because someone had stinky breath. Since Leslie is the one being offered the gum, it implies that Leslie is the one with the stinky breath.",1,0,,
"After Samuel won the cherry jam contest, Kyle still believed they should have won since [MASK] sweetened with low calorie sweetener and the judges went by taste. Does [MASK] refer to Samuel or Kyle? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Samuel

Reasoning: Kyle believed they should have won because Samuel sweetened the cherry jam with low-calorie sweetener, which implies that Samuel made the jam.",0,0,wrong context,
"After Samuel won the cherry jam contest, Kyle still believed they should have won since [MASK] sweetened with high calorie sweetener and the judges went by taste. Does [MASK] refer to Samuel or Kyle? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Samuel

Reasoning: Kyle believed they should have won because Samuel sweetened the cherry jam with high-calorie sweetener, which would affect the taste. Since Samuel is the one who sweetened the jam, the pronoun ""they"" refers to Samuel.",1,0,,
"Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because [MASK] liked her. Does [MASK] refer to Felicia or Christine? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Felicia

Reasoning: The sentence states that Felicia looked sad and disappointed after Christine refused to be her girlfriend because [MASK] liked her. Since Christine refused to be Felicia's girlfriend, it implies that Felicia liked Christine.",1,0,,
